,close,high,low,open,symbol,volume,id,key,subkey,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
2017-01-25,3.57,3.66,3.45,3.56,GNW,10441965,HISTORICAL_PRICES,GNW,,1606830572000,0.2841726618705036,0.2841726618705036,3.56,3.57,3.66,3.45,10441965,3.56,3.57,3.66,3.45,10441965,"Jan 25, 17",0.1299999999999999,0.0378
2017-01-26,3.39,3.48,3.225,3.46,GNW,18150817,HISTORICAL_PRICES,GNW,,1606830572000,0.2194244604316548,0.2194244604316548,3.46,3.39,3.48,3.225,18150817,3.46,3.39,3.48,3.225,18150817,"Jan 26, 17",-0.17999999999999972,-0.0504
2017-01-27,3.43,3.46,3.32,3.39,GNW,9837684,HISTORICAL_PRICES,GNW,,1606830572000,0.23381294964028793,0.23381294964028793,3.39,3.43,3.46,3.32,9837684,3.39,3.43,3.46,3.32,9837684,"Jan 27, 17",0.040000000000000036,0.0118
2017-01-30,3.3,3.41,3.25,3.41,GNW,11127961,HISTORICAL_PRICES,GNW,,1606830572000,0.18705035971223025,0.18705035971223025,3.41,3.3,3.41,3.25,11127961,3.41,3.3,3.41,3.25,11127961,"Jan 30, 17",-0.13000000000000034,-0.0379
2017-01-31,3.36,3.37,3.23,3.31,GNW,11441250,HISTORICAL_PRICES,GNW,,1606830572000,0.2086330935251799,0.2086330935251799,3.31,3.36,3.37,3.23,11441250,3.31,3.36,3.37,3.23,11441250,"Jan 31, 17",0.06000000000000005,0.0182
2017-02-01,3.5,3.525,3.36,3.43,GNW,15071070,HISTORICAL_PRICES,GNW,,1606830572000,0.2589928057553958,0.2589928057553958,3.43,3.5,3.525,3.36,15071070,3.43,3.5,3.525,3.36,15071070,"Feb 1, 17",0.14000000000000012,0.0417
2017-02-02,3.43,3.5362,3.39,3.52,GNW,11734388,HISTORICAL_PRICES,GNW,,1606830572000,0.23381294964028793,0.23381294964028793,3.52,3.43,3.5362,3.39,11734388,3.52,3.43,3.5362,3.39,11734388,"Feb 2, 17",-0.06999999999999984,-0.02
2017-02-03,3.6,3.67,3.48,3.49,GNW,16878641,HISTORICAL_PRICES,GNW,,1606830572000,0.2949640287769785,0.2949640287769785,3.49,3.6,3.67,3.48,16878641,3.49,3.6,3.67,3.48,16878641,"Feb 3, 17",0.16999999999999993,0.0496
2017-02-06,3.5,3.72,3.48,3.61,GNW,10093542,HISTORICAL_PRICES,GNW,,1606830572000,0.2589928057553958,0.2589928057553958,3.61,3.5,3.72,3.48,10093542,3.61,3.5,3.72,3.48,10093542,"Feb 6, 17",-0.10000000000000009,-0.0278
2017-02-07,3.48,3.55,3.37,3.52,GNW,16206239,HISTORICAL_PRICES,GNW,,1606830572000,0.25179856115107924,0.25179856115107924,3.52,3.48,3.55,3.37,16206239,3.52,3.48,3.55,3.37,16206239,"Feb 7, 17",-0.020000000000000018,-0.0057
2017-02-08,3.39,3.5194,3.37,3.5,GNW,10627216,HISTORICAL_PRICES,GNW,,1606830572000,0.2194244604316548,0.2194244604316548,3.5,3.39,3.5194,3.37,10627216,3.5,3.39,3.5194,3.37,10627216,"Feb 8, 17",-0.08999999999999986,-0.0259
2017-02-09,3.41,3.545,3.39,3.39,GNW,9190106,HISTORICAL_PRICES,GNW,,1606830572000,0.22661870503597137,0.22661870503597137,3.39,3.41,3.545,3.39,9190106,3.39,3.41,3.545,3.39,9190106,"Feb 9, 17",0.020000000000000018,0.0059
2017-02-10,3.43,3.51,3.41,3.49,GNW,11461145,HISTORICAL_PRICES,GNW,,1606830572000,0.23381294964028793,0.23381294964028793,3.49,3.43,3.51,3.41,11461145,3.49,3.43,3.51,3.41,11461145,"Feb 10, 17",0.020000000000000018,0.0059
2017-02-13,3.64,3.7072,3.45,3.48,GNW,9081126,HISTORICAL_PRICES,GNW,,1606830572000,0.30935251798561164,0.30935251798561164,3.48,3.64,3.7072,3.45,9081126,3.48,3.64,3.7072,3.45,9081126,"Feb 13, 17",0.20999999999999996,0.0612
2017-02-14,3.74,3.75,3.6212,3.65,GNW,5376154,HISTORICAL_PRICES,GNW,,1606830572000,0.34532374100719443,0.34532374100719443,3.65,3.74,3.75,3.6212,5376154,3.65,3.74,3.75,3.6212,5376154,"Feb 14, 17",0.10000000000000009,0.0275
2017-02-15,3.91,3.925,3.675,3.75,GNW,12659793,HISTORICAL_PRICES,GNW,,1606830572000,0.40647482014388503,0.40647482014388503,3.75,3.91,3.925,3.675,12659793,3.75,3.91,3.925,3.675,12659793,"Feb 15, 17",0.16999999999999993,0.0455
2017-02-16,4.08,4.095,3.92,3.92,GNW,10323614,HISTORICAL_PRICES,GNW,,1606830572000,0.4676258992805757,0.4676258992805757,3.92,4.08,4.095,3.92,10323614,3.92,4.08,4.095,3.92,10323614,"Feb 16, 17",0.16999999999999993,0.0435
2017-02-17,3.98,4.1,3.91,4.1,GNW,7073906,HISTORICAL_PRICES,GNW,,1606830572000,0.4316546762589929,0.4316546762589929,4.1,3.98,4.1,3.91,7073906,4.1,3.98,4.1,3.91,7073906,"Feb 17, 17",-0.10000000000000009,-0.0245
